order_id,order_date,region,product_category,supplier,warehouse,order_quantity,inventory_level,delivery_days,status,shipping_cost
1039,02/01/2023 14:00,Asia,Food,Supplier_C,WH_DXB,31,48,8,Delayed,117.8890299
1040,02/01/2023 15:00,Europe,Furniture,Supplier_D,WH_DXB,94,49,7,Delayed,219.514347
1041,02/01/2023 16:00,Middle East,Food,Supplier_C,WH_DXB,21,225,3,Delivered,91.77995215
1042,02/01/2023 17:00,Europe,Electronics,Supplier_B,WH_LON,47,128,8,Delayed,105.211923
1043,02/01/2023 18:00,Middle East,Clothing,Supplier_A,WH_MUM,30,76,4,Delivered,61.79934176
1044,02/01/2023 19:00,Africa,Clothing,Supplier_B,WH_LON,55,119,6,Delayed,236.9936024
1045,02/01/2023 20:00,Middle East,Furniture,Supplier_C,WH_MUM,68,104,6,Delayed,247.8649146
1046,02/01/2023 21:00,Asia,Clothing,Supplier_D,WH_MUM,69,86,9,Delayed,282.6084236
1047,02/01/2023 22:00,Middle East,Furniture,Supplier_D,WH_MUM,41,48,2,Delivered,129.0779209
1048,02/01/2023 23:00,Europe,Furniture,Supplier_B,WH_LON,45,134,6,Delayed,91.49748663
1049,03/01/2023 0:00,Europe,Food,Supplier_B,WH_DXB,74,234,4,Delivered,221.4854075
1050,03/01/2023 1:00,Middle East,Furniture,Supplier_A,WH_LON,91,193,4,Delivered,348.0209186
1051,03/01/2023 2:00,Africa,Food,Supplier_C,WH_LON,80,227,7,Delayed,214.1687369
1052,03/01/2023 3:00,Asia,Clothing,Supplier_B,WH_MUM,30,30,7,Delayed,121.90239
1053,03/01/2023 4:00,Africa,Furniture,Supplier_A,WH_JED,77,80,10,Delayed,337.5066333
1054,03/01/2023 5:00,Africa,Furniture,Supplier_B,WH_JED,85,155,7,Delayed,285.8380846
1055,03/01/2023 6:00,Europe,Electronics,Supplier_D,WH_LON,45,129,7,Delayed,208.2223752
1056,03/01/2023 7:00,Africa,Furniture,Supplier_A,WH_MUM,45,83,7,Delayed,205.4002362
1057,03/01/2023 8:00,Middle East,Furniture,Supplier_A,WH_LON,79,46,4,Delivered,366.0997348
1058,03/01/2023 9:00,Middle East,Electronics,Supplier_B,WH_LON,84,239,3,Delivered,334.5813322
1059,03/01/2023 10:00,Middle East,Electronics,Supplier_C,WH_DXB,84,219,3,Delivered,244.8068279
1060,03/01/2023 11:00,Middle East,Clothing,Supplier_D,WH_MUM,45,43,5,Delivered,154.9689231
1061,03/01/2023 12:00,Europe,Furniture,Supplier_C,WH_JED,55,174,6,Delayed,227.2342572
1062,03/01/2023 13:00,Middle East,Clothing,Supplier_A,WH_JED,59,67,6,Delayed,155.2697666
1063,03/01/2023 14:00,Asia,Clothing,Supplier_C,WH_JED,5,103,6,Delayed,21.08265264
1064,03/01/2023 15:00,Europe,Electronics,Supplier_A,WH_LON,32,263,4,Delivered,116.6165072
1065,03/01/2023 16:00,Middle East,Food,Supplier_C,WH_MUM,6,237,6,Delayed,13.72831393
1066,03/01/2023 17:00,Europe,Clothing,Supplier_B,WH_DXB,94,26,5,Delivered,345.1547442
1067,03/01/2023 18:00,Middle East,Food,Supplier_C,WH_JED,26,181,6,Delayed,57.20853878
1068,03/01/2023 19:00,Asia,Furniture,Supplier_A,WH_MUM,37,40,5,Delivered,75.58810864
1069,03/01/2023 20:00,Middle East,Electronics,Supplier_D,WH_JED,13,61,6,Delayed,60.69547913
1070,03/01/2023 21:00,Africa,Furniture,Supplier_D,WH_DXB,93,139,10,Delayed,322.6865951
1071,03/01/2023 22:00,Asia,Furniture,Supplier_D,WH_MUM,69,162,5,Delivered,250.4609586
1072,03/01/2023 23:00,Middle East,Electronics,Supplier_A,WH_LON,25,182,2,Delivered,70.99533287
1073,04/01/2023 0:00,Middle East,Furniture,Supplier_C,WH_LON,13,157,2,Delivered,47.16704406
1074,04/01/2023 1:00,Asia,Electronics,Supplier_D,WH_JED,88,197,8,Delayed,220.5813347
1075,04/01/2023 2:00,Asia,Food,Supplier_D,WH_JED,95,93,5,Delivered,402.5090523
1076,04/01/2023 3:00,Asia,Furniture,Supplier_D,WH_MUM,20,84,9,Delayed,89.40094962
1077,04/01/2023 4:00,Asia,Electronics,Supplier_B,WH_DXB,72,235,5,Delivered,328.8691685
1078,04/01/2023 5:00,Middle East,Clothing,Supplier_A,WH_JED,60,98,3,Delivered,139.1974891
1079,04/01/2023 6:00,Europe,Furniture,Supplier_A,WH_MUM,73,119,4,Delivered,268.1482137
1080,04/01/2023 7:00,Middle East,Food,Supplier_A,WH_DXB,21,136,2,Delivered,92.9513111
1081,04/01/2023 8:00,Africa,Electronics,Supplier_A,WH_JED,61,298,8,Delayed,145.4636173
1082,04/01/2023 9:00,Asia,Furniture,Supplier_A,WH_JED,84,156,9,Delayed,193.0796469
1083,04/01/2023 10:00,Middle East,Furniture,Supplier_B,WH_MUM,79,59,6,Delayed,351.6152537
1084,04/01/2023 11:00,Middle East,Furniture,Supplier_C,WH_JED,26,53,3,Delivered,114.145411
1085,04/01/2023 12:00,Middle East,Food,Supplier_B,WH_LON,54,240,5,Delivered,180.6882882
1086,04/01/2023 13:00,Middle East,Electronics,Supplier_D,WH_DXB,42,180,4,Delivered,97.82360728
1087,04/01/2023 14:00,Asia,Clothing,Supplier_B,WH_DXB,11,141,6,Delayed,39.03206419
1088,04/01/2023 15:00,Asia,Clothing,Supplier_A,WH_LON,37,119,6,Delayed,117.8231552
1089,04/01/2023 16:00,Africa,Clothing,Supplier_B,WH_MUM,11,90,10,Delayed,39.11206522
1090,04/01/2023 17:00,Europe,Electronics,Supplier_A,WH_LON,27,199,6,Delayed,89.63151136
1091,04/01/2023 18:00,Middle East,Clothing,Supplier_B,WH_LON,94,33,6,Delayed,348.3210646
1092,04/01/2023 19:00,Asia,Food,Supplier_A,WH_DXB,83,87,8,Delayed,347.0552999
1093,04/01/2023 20:00,Asia,Electronics,Supplier_D,WH_MUM,34,78,9,Delayed,147.0357102
1094,04/01/2023 21:00,Europe,Furniture,Supplier_A,WH_JED,38,79,4,Delivered,149.9839706
1095,04/01/2023 22:00,Asia,Food,Supplier_B,WH_LON,61,247,9,Delayed,158.4061326
1096,04/01/2023 23:00,Europe,Furniture,Supplier_D,WH_LON,87,167,4,Delivered,277.6491097
1097,05/01/2023 0:00,Europe,Clothing,Supplier_B,WH_MUM,53,46,5,Delivered,117.3246206
1098,05/01/2023 1:00,Europe,Food,Supplier_D,WH_LON,65,118,7,Delayed,218.076377
1099,05/01/2023 2:00,Middle East,Electronics,Supplier_C,WH_MUM,3,145,2,Delivered,14.73305471
1100,05/01/2023 3:00,Middle East,Food,Supplier_C,WH_JED,67,195,5,Delivered,262.9878722
1101,05/01/2023 4:00,Middle East,Furniture,Supplier_C,WH_MUM,28,166,6,Delayed,68.98745123
1102,05/01/2023 5:00,Asia,Electronics,Supplier_B,WH_JED,14,120,9,Delayed,39.28026171
1103,05/01/2023 6:00,Middle East,Food,Supplier_B,WH_MUM,52,119,3,Delivered,114.0734888
1104,05/01/2023 7:00,Europe,Food,Supplier_D,WH_LON,30,193,8,Delayed,76.41725011
1105,05/01/2023 8:00,Africa,Food,Supplier_D,WH_JED,58,120,6,Delayed,200.884446
1106,05/01/2023 9:00,Middle East,Food,Supplier_D,WH_LON,54,126,3,Delivered,163.8667338
1107,05/01/2023 10:00,Europe,Electronics,Supplier_D,WH_JED,69,57,7,Delayed,180.2201997
1108,05/01/2023 11:00,Asia,Furniture,Supplier_A,WH_MUM,15,31,6,Delayed,36.59692861
1109,05/01/2023 12:00,Middle East,Food,Supplier_C,WH_MUM,38,224,5,Delivered,150.7921073
1110,05/01/2023 13:00,Middle East,Electronics,Supplier_A,WH_MUM,78,229,4,Delivered,286.5959562
1111,05/01/2023 14:00,Middle East,Furniture,Supplier_A,WH_DXB,14,152,2,Delivered,63.39089311
1112,05/01/2023 15:00,Middle East,Food,Supplier_A,WH_DXB,57,160,2,Delivered,145.3362435
1113,05/01/2023 16:00,Africa,Furniture,Supplier_A,WH_JED,59,125,9,Delayed,268.0934264
1114,05/01/2023 17:00,Asia,Furniture,Supplier_C,WH_DXB,8,122,9,Delayed,29.86986814
1115,05/01/2023 18:00,Asia,Electronics,Supplier_A,WH_MUM,72,52,9,Delayed,201.5042099
1116,05/01/2023 19:00,Africa,Furniture,Supplier_D,WH_DXB,19,165,8,Delayed,53.59252901
1117,05/01/2023 20:00,Asia,Electronics,Supplier_B,WH_DXB,32,236,8,Delayed,101.4765175
1118,05/01/2023 21:00,Middle East,Food,Supplier_D,WH_LON,95,41,4,Delivered,321.1362568
1119,05/01/2023 22:00,Africa,Furniture,Supplier_B,WH_JED,29,144,9,Delayed,65.17794237
1120,05/01/2023 23:00,Europe,Furniture,Supplier_D,WH_JED,41,78,6,Delayed,185.5658974
1121,06/01/2023 0:00,Asia,Clothing,Supplier_D,WH_JED,75,120,8,Delayed,177.3467406
1122,06/01/2023 1:00,Africa,Food,Supplier_B,WH_DXB,45,187,6,Delayed,155.2670788
1123,06/01/2023 2:00,Middle East,Food,Supplier_C,WH_MUM,13,68,4,Delivered,40.93576109
1124,06/01/2023 3:00,Middle East,Clothing,Supplier_A,WH_LON,27,93,4,Delivered,95.49525383
1125,06/01/2023 4:00,Middle East,Clothing,Supplier_D,WH_JED,19,124,5,Delivered,88.58650347
1126,06/01/2023 5:00,Europe,Electronics,Supplier_C,WH_DXB,26,199,5,Delivered,129.1488905
1127,06/01/2023 6:00,Asia,Electronics,Supplier_A,WH_MUM,53,55,6,Delayed,109.2231483
1128,06/01/2023 7:00,Africa,Furniture,Supplier_C,WH_LON,51,91,6,Delayed,162.1656331
1129,06/01/2023 8:00,Middle East,Furniture,Supplier_C,WH_LON,37,60,6,Delayed,164.7547689
1130,06/01/2023 9:00,Europe,Furniture,Supplier_A,WH_JED,9,148,8,Delayed,26.81827777
1131,06/01/2023 10:00,Europe,Furniture,Supplier_D,WH_JED,92,41,4,Delivered,363.1339846
1132,06/01/2023 11:00,Middle East,Electronics,Supplier_C,WH_MUM,96,61,6,Delayed,477.7706507
1133,06/01/2023 12:00,Middle East,Food,Supplier_D,WH_DXB,52,230,5,Delivered,204.8963211
1134,06/01/2023 13:00,Middle East,Furniture,Supplier_D,WH_MUM,54,173,3,Delivered,126.0130032
1135,06/01/2023 14:00,Africa,Food,Supplier_D,WH_JED,3,64,6,Delayed,13.58638761
1136,06/01/2023 15:00,Middle East,Furniture,Supplier_A,WH_MUM,96,179,5,Delivered,470.3973419
1137,06/01/2023 16:00,Europe,Clothing,Supplier_B,WH_DXB,69,110,4,Delivered,285.4892432
1138,06/01/2023 17:00,Asia,Furniture,Supplier_D,WH_LON,8,117,6,Delayed,26.0576344
1139,06/01/2023 18:00,Europe,Furniture,Supplier_B,WH_LON,14,105,8,Delayed,67.83280736
1140,06/01/2023 19:00,Africa,Furniture,Supplier_B,WH_LON,3,47,9,Delayed,14.71714814
1141,06/01/2023 20:00,Africa,Electronics,Supplier_C,WH_LON,24,94,7,Delayed,115.3284055
1142,06/01/2023 21:00,Middle East,Clothing,Supplier_D,WH_JED,13,130,2,Delivered,42.06094109
1143,06/01/2023 22:00,Europe,Furniture,Supplier_D,WH_JED,43,109,6,Delayed,187.8722899
1144,06/01/2023 23:00,Middle East,Furniture,Supplier_D,WH_DXB,29,97,5,Delivered,114.9136042
1145,07/01/2023 0:00,Middle East,Food,Supplier_B,WH_DXB,72,179,2,Delivered,182.8166398
1146,07/01/2023 1:00,Middle East,Clothing,Supplier_A,WH_DXB,51,37,2,Delivered,183.93378
1147,07/01/2023 2:00,Asia,Furniture,Supplier_B,WH_DXB,42,83,6,Delayed,178.2090672
1148,07/01/2023 3:00,Europe,Food,Supplier_D,WH_MUM,31,151,4,Delivered,145.3198417
1149,07/01/2023 4:00,Middle East,Food,Supplier_D,WH_DXB,63,136,5,Delivered,289.031092
1150,07/01/2023 5:00,Middle East,Electronics,Supplier_D,WH_LON,26,76,5,Delivered,64.06336301
1151,07/01/2023 6:00,Africa,Food,Supplier_B,WH_LON,18,117,6,Delayed,62.35379531
1152,07/01/2023 7:00,Middle East,Furniture,Supplier_D,WH_LON,82,182,3,Delivered,281.6540828
1153,07/01/2023 8:00,Middle East,Electronics,Supplier_C,WH_MUM,57,211,5,Delivered,267.6840376
1154,07/01/2023 9:00,Europe,Electronics,Supplier_D,WH_DXB,7,137,6,Delayed,14.04068349
1155,07/01/2023 10:00,Africa,Furniture,Supplier_A,WH_LON,48,83,10,Delayed,202.3747494
1156,07/01/2023 11:00,Middle East,Clothing,Supplier_C,WH_LON,80,106,3,Delivered,308.473964
1157,07/01/2023 12:00,Asia,Food,Supplier_D,WH_LON,60,44,6,Delayed,285.8828652
1158,07/01/2023 13:00,Asia,Electronics,Supplier_C,WH_LON,33,285,9,Delayed,111.2348177
1159,07/01/2023 14:00,Middle East,Clothing,Supplier_D,WH_JED,3,142,6,Delayed,11.91905025
1160,07/01/2023 15:00,Asia,Furniture,Supplier_A,WH_DXB,4,193,8,Delayed,19.67296437
1161,07/01/2023 16:00,Europe,Food,Supplier_D,WH_DXB,4,93,4,Delivered,16.92684515
1162,07/01/2023 17:00,Asia,Food,Supplier_C,WH_MUM,42,203,5,Delivered,92.49038074
1163,07/01/2023 18:00,Asia,Electronics,Supplier_A,WH_JED,9,246,7,Delayed,22.52340588
1164,07/01/2023 19:00,Europe,Food,Supplier_B,WH_MUM,51,78,4,Delivered,227.6820188
1165,07/01/2023 20:00,Middle East,Food,Supplier_A,WH_LON,17,237,4,Delivered,51.07457259
1166,07/01/2023 21:00,Asia,Food,Supplier_A,WH_MUM,17,148,7,Delayed,70.00182364
1167,07/01/2023 22:00,Middle East,Food,Supplier_A,WH_LON,97,171,3,Delivered,397.6487064
1168,07/01/2023 23:00,Middle East,Furniture,Supplier_C,WH_LON,20,103,3,Delivered,99.6220314
1169,08/01/2023 0:00,Middle East,Clothing,Supplier_A,WH_DXB,14,84,5,Delivered,47.73465439
1170,08/01/2023 1:00,Europe,Furniture,Supplier_D,WH_DXB,22,197,8,Delayed,92.69693579
1171,08/01/2023 2:00,Asia,Furniture,Supplier_A,WH_DXB,52,66,9,Delayed,111.6054489
1172,08/01/2023 3:00,Middle East,Electronics,Supplier_A,WH_DXB,27,116,4,Delivered,91.46987268
1173,08/01/2023 4:00,Europe,Food,Supplier_D,WH_DXB,43,150,8,Delayed,110.0819193
1174,08/01/2023 5:00,Middle East,Furniture,Supplier_D,WH_JED,3,188,4,Delivered,13.56514397
1175,08/01/2023 6:00,Asia,Food,Supplier_B,WH_DXB,88,248,9,Delayed,397.7357997
1176,08/01/2023 7:00,Middle East,Furniture,Supplier_A,WH_MUM,94,154,5,Delivered,254.6547666
1177,08/01/2023 8:00,Asia,Furniture,Supplier_C,WH_LON,8,116,6,Delayed,23.63884367
1178,08/01/2023 9:00,Europe,Electronics,Supplier_A,WH_DXB,86,254,5,Delivered,353.2392684
1179,08/01/2023 10:00,Africa,Clothing,Supplier_A,WH_JED,89,66,8,Delayed,375.1170016
1180,08/01/2023 11:00,Middle East,Clothing,Supplier_D,WH_MUM,10,32,6,Delayed,39.72894806
1181,08/01/2023 12:00,Middle East,Furniture,Supplier_B,WH_MUM,29,73,2,Delivered,144.7124335
1182,08/01/2023 13:00,Middle East,Electronics,Supplier_A,WH_LON,40,201,5,Delivered,184.2419854
1183,08/01/2023 14:00,Africa,Food,Supplier_C,WH_MUM,65,164,10,Delayed,211.3264817
1184,08/01/2023 15:00,Africa,Food,Supplier_A,WH_MUM,21,158,6,Delayed,62.59953346
1185,08/01/2023 16:00,Middle East,Furniture,Supplier_C,WH_MUM,24,160,5,Delivered,90.97318186
1186,08/01/2023 17:00,Asia,Clothing,Supplier_D,WH_MUM,73,145,8,Delayed,325.0623575
1187,08/01/2023 18:00,Asia,Electronics,Supplier_B,WH_JED,60,284,6,Delayed,205.5618253
1188,08/01/2023 19:00,Europe,Clothing,Supplier_A,WH_LON,26,68,6,Delayed,109.5400233
1189,08/01/2023 20:00,Europe,Food,Supplier_B,WH_DXB,9,163,8,Delayed,18.51732107
1190,08/01/2023 21:00,Middle East,Clothing,Supplier_A,WH_MUM,20,97,5,Delivered,95.5504065
1191,08/01/2023 22:00,Middle East,Food,Supplier_C,WH_JED,56,169,6,Delayed,242.0042342
1192,08/01/2023 23:00,Africa,Electronics,Supplier_B,WH_LON,99,243,9,Delayed,315.0744558
1193,09/01/2023 0:00,Africa,Electronics,Supplier_A,WH_DXB,36,152,7,Delayed,113.4733312
1194,09/01/2023 1:00,Asia,Furniture,Supplier_D,WH_LON,36,134,7,Delayed,83.11177524
1195,09/01/2023 2:00,Middle East,Furniture,Supplier_C,WH_JED,73,149,2,Delivered,324.7376655
1196,09/01/2023 3:00,Middle East,Clothing,Supplier_B,WH_JED,22,50,2,Delivered,94.72954761
1197,09/01/2023 4:00,Asia,Electronics,Supplier_A,WH_JED,1,117,6,Delayed,3.890749123
1198,09/01/2023 5:00,Africa,Electronics,Supplier_B,WH_MUM,69,275,9,Delayed,159.0014897
1199,09/01/2023 6:00,Africa,Furniture,Supplier_A,WH_JED,73,66,7,Delayed,203.4527591
1200,09/01/2023 7:00,Asia,Food,Supplier_C,WH_DXB,37,240,7,Delayed,124.9395065
1201,09/01/2023 8:00,Asia,Clothing,Supplier_D,WH_MUM,83,43,5,Delivered,232.227014
1202,09/01/2023 9:00,Middle East,Clothing,Supplier_C,WH_LON,72,63,6,Delayed,237.7383674
1203,09/01/2023 10:00,Middle East,Furniture,Supplier_B,WH_DXB,96,112,2,Delivered,257.0757717
1204,09/01/2023 11:00,Africa,Electronics,Supplier_B,WH_MUM,13,90,8,Delayed,39.63441965
1205,09/01/2023 12:00,Asia,Furniture,Supplier_A,WH_JED,84,71,8,Delayed,332.3788147
1206,09/01/2023 13:00,Middle East,Furniture,Supplier_C,WH_LON,43,137,3,Delivered,201.1145794
1207,09/01/2023 14:00,Middle East,Furniture,Supplier_A,WH_JED,37,69,2,Delivered,116.7384056
1208,09/01/2023 15:00,Asia,Furniture,Supplier_C,WH_DXB,94,77,5,Delivered,383.1181212
1209,09/01/2023 16:00,Middle East,Food,Supplier_B,WH_DXB,74,152,6,Delayed,177.9240652
1210,09/01/2023 17:00,Middle East,Food,Supplier_A,WH_MUM,95,123,3,Delivered,344.1331237
1211,09/01/2023 18:00,Europe,Electronics,Supplier_A,WH_DXB,25,53,8,Delayed,119.1278169
1212,09/01/2023 19:00,Asia,Furniture,Supplier_C,WH_LON,93,137,9,Delayed,193.7940894
1213,09/01/2023 20:00,Asia,Food,Supplier_D,WH_MUM,88,99,8,Delayed,246.6351435
1214,09/01/2023 21:00,Middle East,Electronics,Supplier_C,WH_LON,21,163,2,Delivered,50.34709262
1215,09/01/2023 22:00,Asia,Furniture,Supplier_D,WH_JED,41,196,6,Delayed,147.573942
1216,09/01/2023 23:00,Middle East,Clothing,Supplier_C,WH_LON,73,24,5,Delivered,294.8416996
1217,10/01/2023 0:00,Middle East,Food,Supplier_B,WH_LON,42,145,5,Delivered,91.2801782
1218,10/01/2023 1:00,Asia,Electronics,Supplier_A,WH_DXB,42,273,8,Delayed,92.855837
1219,10/01/2023 2:00,Asia,Clothing,Supplier_C,WH_JED,2,25,7,Delayed,9.217775156
1220,10/01/2023 3:00,Asia,Furniture,Supplier_B,WH_DXB,68,43,7,Delayed,229.0715623
1221,10/01/2023 4:00,Asia,Furniture,Supplier_C,WH_JED,8,155,8,Delayed,27.11083839
1222,10/01/2023 5:00,Europe,Furniture,Supplier_A,WH_JED,96,169,6,Delayed,464.0391537
1223,10/01/2023 6:00,Middle East,Food,Supplier_C,WH_LON,61,101,3,Delivered,180.5983587
1224,10/01/2023 7:00,Europe,Electronics,Supplier_D,WH_DXB,14,76,4,Delivered,65.67499318
1225,10/01/2023 8:00,Middle East,Clothing,Supplier_A,WH_LON,77,73,3,Delivered,379.052846
1226,10/01/2023 9:00,Middle East,Electronics,Supplier_D,WH_LON,21,139,2,Delivered,57.22673445
1227,10/01/2023 10:00,Africa,Food,Supplier_B,WH_LON,24,51,8,Delayed,85.01079714
1228,10/01/2023 11:00,Europe,Electronics,Supplier_B,WH_JED,50,185,5,Delivered,180.1534229
1229,10/01/2023 12:00,Africa,Food,Supplier_C,WH_DXB,82,113,10,Delayed,377.0773555
1230,10/01/2023 13:00,Asia,Furniture,Supplier_D,WH_DXB,45,173,8,Delayed,131.0275984
1231,10/01/2023 14:00,Asia,Clothing,Supplier_D,WH_LON,64,45,5,Delivered,281.2241491
1232,10/01/2023 15:00,Europe,Furniture,Supplier_A,WH_JED,64,165,4,Delivered,314.4334191
1233,10/01/2023 16:00,Europe,Electronics,Supplier_D,WH_DXB,26,282,8,Delayed,117.5462589
1234,10/01/2023 17:00,Europe,Furniture,Supplier_D,WH_MUM,32,74,8,Delayed,151.2774672
1235,10/01/2023 18:00,Middle East,Clothing,Supplier_A,WH_DXB,57,103,5,Delivered,235.1286091
1236,10/01/2023 19:00,Asia,Furniture,Supplier_A,WH_LON,53,176,7,Delayed,249.7289659
1237,10/01/2023 20:00,Middle East,Clothing,Supplier_D,WH_MUM,33,122,3,Delivered,82.3202129
1238,10/01/2023 21:00,Middle East,Clothing,Supplier_C,WH_JED,52,143,3,Delivered,215.1283807
1239,10/01/2023 22:00,Asia,Furniture,Supplier_A,WH_MUM,95,152,6,Delayed,398.5850462
1240,10/01/2023 23:00,Middle East,Food,Supplier_A,WH_MUM,18,155,4,Delivered,59.71577111
1241,11/01/2023 0:00,Africa,Electronics,Supplier_D,WH_LON,35,206,9,Delayed,78.37253907
1242,11/01/2023 1:00,Africa,Food,Supplier_D,WH_DXB,12,53,7,Delayed,46.40797487
1243,11/01/2023 2:00,Africa,Food,Supplier_A,WH_JED,51,56,6,Delayed,109.9377634
1244,11/01/2023 3:00,Europe,Furniture,Supplier_D,WH_MUM,89,42,4,Delivered,280.1014665
1245,11/01/2023 4:00,Middle East,Electronics,Supplier_A,WH_LON,95,142,2,Delivered,302.1960153
1246,11/01/2023 5:00,Africa,Electronics,Supplier_C,WH_DXB,10,275,10,Delayed,49.96767525
1247,11/01/2023 6:00,Europe,Food,Supplier_C,WH_MUM,52,102,8,Delayed,150.7691173
1248,11/01/2023 7:00,Africa,Furniture,Supplier_A,WH_LON,34,62,8,Delayed,151.6863017
1249,11/01/2023 8:00,Africa,Electronics,Supplier_A,WH_LON,67,78,7,Delayed,144.6875087
1250,11/01/2023 9:00,Africa,Food,Supplier_B,WH_LON,39,76,10,Delayed,139.9826203
1251,11/01/2023 10:00,Middle East,Electronics,Supplier_B,WH_JED,8,152,2,Delivered,28.88060029
1252,11/01/2023 11:00,Europe,Furniture,Supplier_D,WH_DXB,96,53,8,Delayed,373.0799577
1253,11/01/2023 12:00,Africa,Furniture,Supplier_D,WH_MUM,29,171,6,Delayed,128.4704527
1254,11/01/2023 13:00,Middle East,Furniture,Supplier_A,WH_DXB,22,162,3,Delivered,94.28694319
1255,11/01/2023 14:00,Middle East,Electronics,Supplier_A,WH_DXB,84,174,4,Delivered,359.7740483
1256,11/01/2023 15:00,Europe,Clothing,Supplier_B,WH_MUM,70,72,7,Delayed,230.7817262
1257,11/01/2023 16:00,Africa,Electronics,Supplier_B,WH_DXB,61,137,9,Delayed,255.1272813
1258,11/01/2023 17:00,Asia,Clothing,Supplier_A,WH_JED,43,117,5,Delivered,149.3797276
1259,11/01/2023 18:00,Europe,Furniture,Supplier_C,WH_MUM,49,143,8,Delayed,107.8418232
1260,11/01/2023 19:00,Middle East,Food,Supplier_C,WH_MUM,29,134,6,Delayed,135.4458151
